EXT1	EXT2	EXT3	EXT4	EXT5	EXT6	EXT7	EXT8	EXT9	EXT10	EST1	EST2	EST3	EST4	EST5	EST6	EST7	EST8	EST9	EST10	AGR1	AGR2	AGR3	AGR4	AGR5	AGR6	AGR7	AGR8	AGR9	AGR10	CSN1	CSN2	CSN3	CSN4	CSN5	CSN6	CSN7	CSN8	CSN9	CSN10	OPN1	OPN2	OPN3	OPN4	OPN5	OPN6	OPN7	OPN8	OPN9	OPN10	EXT1_E	EXT2_E	EXT3_E	EXT4_E	EXT5_E	EXT6_E	EXT7_E	EXT8_E	EXT9_E	EXT10_E	EST1_E	EST2_E	EST3_E	EST4_E	EST5_E	EST6_E	EST7_E	EST8_E	EST9_E	EST10_E	AGR1_E	AGR2_E	AGR3_E	AGR4_E	AGR5_E	AGR6_E	AGR7_E	AGR8_E	AGR9_E	AGR10_E	CSN1_E	CSN2_E	CSN3_E	CSN4_E	CSN5_E	CSN6_E	CSN7_E	CSN8_E	CSN9_E	CSN10_E	OPN1_E	OPN2_E	OPN3_E	OPN4_E	OPN5_E	OPN6_E	OPN7_E	OPN8_E	OPN9_E	OPN10_E	dateload	screenw	screenh	introelapse	testelapse	endelapse	IPC	country	lat_appx_lots_of_err	long_appx_lots_of_err
2	3	2	2	1	3	1	4	3	4	4	2	5	3	4	5	3	3	4	3	2	3	1	4	3	5	1	3	5	5	5	1	5	2	2	2	5	1	5	3	5	1	1	2	5	4	4	5	3	2	8657	5344	2766	1725	3139	6781	2742	1728	2532	5608	2024	3598	1147	3264	4930	1722	5486	1632	1798	1352	4646	1657	2398	4266	4844	1781	1874	2084	2320	2860	4257	3297	2750	1541	4541	1781	1750	1470	2218	2788	2796	3595	2267	4110	944	7368	2928	2164	4422	1557	2018-08-12T02:33:58Z	1440	900	21	156	10	1	US	41.5387	-75.9466
4	1	5	1	5	1	5	3	4	4	5	3	4	1	4	2	4	3	2	1	2	4	1	4	2	4	2	4	4	4	4	4	4	3	4	4	4	3	5	4	3	2	4	2	4	2	5	3	4	4	5360	2401	3932	4352	1802	1917	5071	2968	2105	2763	1216	1951	2267	3937	1944	5173	3368	1642	2265	2145	5108	4938	2953	2990	4782	2479	2524	3176	3566	2250	4193	2147	2801	2765	2275	2519	2553	3047	2484	6106	2150	3718	1334	2721	1250	2602	2734	5171	3152	2100	2018-06-05T06:04:50Z	1280	800	4	153	10	2	CA	42.3062	-83.0017
4	2	3	2	4	1	2	2	5	5	4	4	4	2	4	2	3	4	4	4	1	3	4	4	2	5	3	5	5	3	5	2	3	3	2	2	4	1	1	5	4	1	5	1	5	1	5	4	4	5	4167	1872	1968	2440	2416	2304	2392	6279	2535	9407	3057	1448	4360	3096	3432	3536	4656	1784	649	5423	2007	2976	4176	3176	2168	2392	4456	3889	1704	2929	1768	8296	3232	2072	3016	3584	4480	12968	2983	20952	1319	1752	2776	2168	1144	4368	1704	2144	2424	1440	2018-10-14T16:29:02Z	1680	1050	2	183	11	1	US	32.8384	-116.9739
2	1	4	3	5	2	5	3	3	2	2	4	3	4	2	2	1	1	2	2	1	5	1	4	4	2	1	4	4	4	3	4	5	2	2	2	3	1	4	4	5	1	5	1	4	1	2	4	4	4	6046	6831	4768	7368	2712	2624	4720	10696	6664	6041	7184	4368	4928	10304	6119	3224	6288	1896	2928	2568	4895	3128	3728	6208	7024	8992	3528	5344	3224	3768	8520	5592	4872	9008	6840	6823	5368	4824	3184	6616	3280	5312	3472	6632	6833	6888	4944	13048	2735	2600	2016-07-04T13:56:03Z	1920	1080	27	277	16	1	AU	-33.8	151.0833
4	3	4	3	5	2	3	3	4	5	3	4	5	3	3	2	5	5	3	2	1	4	1	4	1	5	1	5	4	5	4	3	5	2	2	3	4	3	4	5	4	3	5	2	4	1	4	2	5	5	5611	2827	3333	1591	2097	1603	4987	2993	1906	1882	1300	1982	1300	3030	2980	3890	1882	1415	1226	1504	2422	1276	2158	2159	1842	1363	2375	4610	1818	1832	2855	3535	3220	2966	2411	5833	3118	2878	1136	2247	1995	5076	1011	2084	1907	1653	2146	3081	2436	845	2018-02-06T15:22:29Z	1366	768	12	125	10	1	US	36.1189	-115.1233
4	1	5	2	4	1	3	3	3	3	2	4	4	4	1	3	3	3	3	1	2	4	1	4	2	3	3	3	3	3	3	4	4	4	4	1	3	3	3	3	3	1	4	1	4	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017-08-08T12:41:22Z	1366	768	1122	919	5	1	PK	30.0	70.0
2	4	4	3	2	2	2	3	4	5	2	4	3	3	2	2	2	2	2	2	4	4	1	4	2	4	2	4	4	3	3	3	2	2	2	4	4	2	2	3	4	2	4	2	3	2	4	4	4	3	2694	8279	1312	1168	1200	3792	2016	3312	2984	3367	5160	944	1840	1312	1520	2376	1993	1007	400	600	2151	9200	2368	1184	3656	600	1240	5232	1112	1944	2263	3696	1688	1056	1768	3528	855	912	3904	2768	2281	1528	2096	2296	2064	864	1264	1288	1049	1064	2016-10-15T09:03:43Z	1366	768	8	120	9	1	BE	50.9167	4.2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2016-04-11T02:28:23Z	1366	768	6	8	10	1	IN	20.0	77.0
1	2	2	4	2	3	2	5	1	5	4	3	4	2	3	3	4	4	4	2	5	4	2	5	1	5	1	4	5	4	3	0	1	4	2	2	4	2	4	3	5	2	4	2	3	2	0	5	4	4	51110	3028	2473	1325	1392	1527	2053	2311	1008	1319	2799	26037	2359	2935	23073	1775	1593	7085	3249	1855	1072	3867	1286	1759	1921	1065	7447	1096	975	2333	4070	0	912	1192	863	1760	2261	3308	1693	1246	4752	1199	617	1512	2375	1769	0	3540	1492	703	2018-10-11T17:42:01Z	1280	800	4	256	7	1	US	38.0	-97.0
3	3	3	1	3	5	1	1	5	1	3	3	5	3	5	5	4	4	4	3	2	5	5	5	2	1	2	5	5	5	4	4	5	5	4	5	4	4	3	5	5	3	5	1	5	2	5	1	5	5	17109	4639	5559	11732	4272	2532	7161	2800	4510	2164	19971	10207	1781	26596	8892	7003	4206	6251	5292	2423	13133	9059	3225	8811	5806	5901	5569	8386	6172	1979	5272	7468	2156	1335	4688	12546	3532	3669	10998	3709	5647	6162	1592	13808	1503	7102	2242	3937	4937	1553	2017-02-26T00:56:28Z	1366	768	3	329	10	2	KE	1.0	38.0
2	3	4	4	2	4	2	4	4	3	1	5	4	2	2	1	1	1	4	2	1	3	3	4	2	2	2	5	4	3	4	1	2	1	2	1	5	2	5	2	4	2	5	2	4	1	4	2	4	3	4566	2575	3063	4694	4040	1927	3794	1570	8685	3206	6108	1379	3617	2664	4693	2854	2011	2782	7225	2898	19513	5112	20128	394	1773	2040	3136	3296	3923	5146	1307	3709	5453	1534	4475	2397	4783	3176	2163	2310	2034	5330	2979	16611	664	2109	2494	3402	3252	1640	2017-03-03T06:20:24Z	1600	900	4	211	10	117	US	42.5378	-83.481
1	5	1	5	1	4	1	5	1	5	5	1	5	2	4	5	5	5	5	5	1	5	1	5	1	5	1	5	4	3	3	3	3	3	2	3	4	3	1	4	4	3	5	1	3	1	4	5	5	5	3551	2233	2250	2395	2434	2156	1991	3621	4301	2511	2345	3277	2232	2819	3301	1846	3227	1675	1538	1364	2185	2380	1993	2569	2160	1437	3360	2327	2005	2688	2897	2683	4541	2135	2522	4949	2115	2973	2265	2366	3638	4627	2465	6761	3699	1589	2520	1533	2148	1387	2018-04-30T18:18:16Z	768	1024	12	136	7	1	US	36.7968	-76.1767
3	2	3	1	4	1	5	1	5	1	3	3	4	3	2	1	3	1	2	2	5	3	4	1	5	1	5	1	1	1	5	3	4	1	2	1	5	1	3	5	4	1	5	1	5	1	5	3	5	5	9127	4198	4701	5568	4252	6082	5367	3265	9118	10500	4583	3826	5668	3268	7204	5703	8319	2649	3556	5178	4960	6986	4119	3346	5918	3853	5018	3067	4329	2569	3205	5184	1364	3571	5565	5416	5283	2435	4534	2801	3569	4940	10318	4165	3101	3832	5552	5684	1151	3805	2018-09-01T04:39:15Z	375	667	30	248	19	7	US	38.0	-97.0
3	2	4	1	4	1	3	1	3	3	3	3	4	2	3	3	3	3	3	4	1	4	3	5	2	4	2	4	4	3	3	5	3	3	4	4	2	2	4	3	4	2	3	1	4	2	5	3	5	4	7065	6013	2514	4268	1971	1931	2778	3814	4068	7838	2395	2707	1826	3702	2787	4293	1690	2238	1922	2250	4057	3403	2527	6382	2846	2230	3447	6992	3459	2642	5971	4809	5245	3341	5374	4112	7050	1945	2730	2418	1497	3540	3672	5666	1798	3055	11007	1746	1827	488	2016-04-14T09:50:28Z	1440	900	34	185	9	1	US	41.5623	-72.6506
4	2	3	1	5	2	4	2	4	5	2	3	5	3	3	5	5	5	4	2	4	5	4	5	2	5	2	3	3	3	2	3	4	5	3	2	5	3	3	4	4	3	5	1	4	1	3	4	5	5	10596	14520	6217	14984	4933	5217	7601	3722	4934	15414	3597	6784	3720	33354	3468	7201	2834	3285	2033	2666	8326	9581	3830	5733	6317	2866	4100	11399	2250	4770	4160	36969	9217	4183	23784	5884	4250	13066	15351	4917	8651	8601	2584	7483	18801	2716	8281	4182	4718	2867	2018-04-14T13:58:28Z	768	1024	12	410	87	1	CH	46.1333	8.75
4	2	5	3	4	3	4	3	3	3	2	3	3	2	2	1	3	2	3	2	5	5	3	4	2	4	1	5	5	5	3	3	4	2	1	1	3	2	3	4	5	1	5	2	4	1	4	4	4	4	5620	3329	1859	3510	2122	1715	2232	1570	1757	1757	5465	2021	4341	3711	1886	4146	3041	727	1720	2950	2070	1291	1154	1463	3022	2466	3472	2353	1471	1533	1122	2396	2001	2676	2484	2178	997	3295	1900	2268	1363	3412	1154	4979	1700	3266	1903	1351	1764	1415	2018-02-02T14:46:19Z	1440	900	23	121	6	1	NZ	-36.8641	174.7621
2	2	4	3	3	3	4	2	3	4	2	4	3	2	2	2	2	2	3	2	2	4	4	3	1	4	1	3	2	4	2	4	3	4	3	3	3	3	3	3	3	4	2	2	3	3	3	3	5	2	5332	4794	2779	3169	2357	3403	3571	1644	6488	2192	1330	1125	1164	1878	8697	1644	3465	3131	1438	2525	2045	4393	2445	1968	6321	7593	2212	3962	3600	3894	5919	1488	1566	7768	1575	7974	1642	1498	1732	2739	1585	3796	2094	2662	4121	2740	1731	1830	1908	939	2018-03-01T14:11:17Z	1536	864	3	161	7	3	US	38.9785	-76.4922
1	5	2	4	1	4	1	5	1	5	4	2	4	3	4	4	3	3	2	3	5	3	1	4	2	4	3	4	3	3	3	1	4	3	3	2	3	3	2	3	1	3	3	4	3	3	3	2	4	3	6236	2735	5149	2802	2091	1067	5811	4138	4685	1756	1779	1902	462	2576	1768	560	782	1745	667	5139	4029	1387	1851	1057	4521	2641	1503	1528	2488	2808	2753	3786	3247	1809	1760	3481	3197	4845	4295	7864	2027	2988	14488	6124	2432	1885	1988	1496	2591	824	2018-09-12T08:18:58Z	1920	1080	5	153	14	1	GB	51.5	-0.13
3	3	3	4	3	1	3	2	3	4	4	4	4	2	2	4	4	5	4	5	1	3	1	5	2	5	3	4	5	4	2	4	5	4	2	5	2	4	2	5	3	1	5	1	5	1	5	3	5	5	3615	5675	6501	19030	10579	6479	4578	11926	5681	2273	8000	6663	13954	5646	7827	7050	4308	2347	3832	2556	15046	7427	9999	5611	7637	16016	3630	8002	8220	5080	5864	11338	2975	9485	5515	12370	31001	9544	4866	2523	6522	5980	5013	2590	2698	2677	3108	4329	3622	2603	2018-06-04T17:29:55Z	1440	900	17	362	11	2	US	38.0	-97.0
3	5	1	3	3	5	1	4	2	5	5	3	5	3	5	5	5	5	5	3	5	4	2	3	5	5	3	5	4	4	3	3	5	2	3	5	4	3	3	3	3	5	3	4	3	4	3	1	4	3	13154	4582	5466	999	3158	3667	5136	5340	4848	3681	15465	5856	2610	4450	2579	2523	2672	3203	2320	1685	5061	13177	7692	6503	5988	2164	4356	3624	5265	3553	849	11847	4399	4683	3875	3988	3655	2791	2563	2747	5210	5984	8633	9015	2535	2605	3583	3961	2602	2364	2018-03-31T23:07:11Z	540	960	4	243	25	1	CA	45.3155	-75.837
3	5	1	3	3	3	3	2	1	5	3	5	3	3	1	2	3	3	1	1	1	5	1	5	5	5	3	5	5	3	4	5	5	3	3	3	5	3	4	3	5	1	5	1	5	1	3	3	5	5	3709	4430	4039	5438	2562	2915	4408	5822	3297	3744	2200	830	5316	2816	5122	4092	4984	1562	3238	1922	6291	2316	2069	2516	3747	2407	3114	3400	2638	3008	6108	5378	6845	2760	1953	7152	2870	2222	4430	3454	4384	6422	2360	3722	1946	2330	1508	2716	1878	2008	2016-05-24T09:56:56Z	1824	1026	19	178	13	1	US	38.0	-97.0
3	2	4	2	4	1	4	4	2	4	4	3	4	4	4	4	4	4	4	2	2	4	4	4	2	4	2	4	4	2	1	4	2	5	2	4	2	4	2	1	4	4	2	2	2	4	4	2	4	2	15309	4764	5423	4417	9992	5369	13558	5773	9554	6577	3552	5811	2502	8006	3333	4897	3684	2209	4358	7191	5555	4484	2146	3870	5350	6636	12656	6245	3793	7796	4689	4930	3819	4050	4126	3601	5147	3499	4292	6839	6014	8333	3425	9034	2274	11844	4311	3551	3356	7202	2017-01-20T02:44:08Z	1366	768	8	291	33	1	KE	1.0	38.0
4	1	3	1	5	1	5	1	4	2	4	2	4	2	1	2	3	2	3	2	1	5	1	5	1	3	1	4	3	3	3	4	4	3	3	2	4	2	4	4	5	1	5	1	5	1	4	5	4	5	3598	1828	3023	3993	1406	1820	2727	2602	3077	3273	1072	1016	1423	3813	1955	4398	6902	2741	2626	2328	4959	3102	4603	1766	6705	2726	1929	2922	3321	2882	4280	6647	2757	3031	2811	2611	1516	2648	2664	2517	1788	2313	1459	1545	1835	1913	1203	2111	2038	1257	2017-04-11T10:54:56Z	1366	768	6	142	9	1	US	32.7794	-116.86
3	5	3	3	4	3	4	4	4	4	1	0	4	4	1	1	1	1	1	1	2	4	2	4	2	1	1	4	4	3	4	4	4	2	3	3	3	1	4	3	4	1	5	1	4	1	5	4	5	5	10194	10092	6646	12214	5588	6352	5406	6967	5618	6463	6809	0	5257	6436	6032	6432	3294	2076	5316	5306	7232	7475	6457	5468	3804	6152	5242	3776	4801	10501	6407	14281	4016	4107	6364	11206	8960	3522	5075	5425	4824	5588	4450	4289	4096	3042	3493	3804	5105	1480	2018-05-04T03:51:02Z	1280	720	7	295	13	1	US	40.3359	-78.3909
1	2	1	3	1	2	1	3	4	5	5	1	5	1	5	5	3	3	5	5	1	3	2	4	1	4	1	4	1	1	1	5	1	4	1	5	3	5	1	2	5	1	5	1	5	1	5	5	5	5	3187	2978	470	1935	1063	3600	1364	1720	1088	3086	1784	2305	1899	1860	4915	1376	3969	2785	1863	4629	705	4797	3273	3271	1838	1777	1780	2043	4448	1872	3433	1824	3474	3816	2291	1003	3731	1933	1110	850	670	1282	1692	860	3641	3532	2192	4303	2299	3685	2016-10-09T16:24:50Z	1366	768	34	123	8	1	GB	51.4238	0.2681
1	4	5	3	4	3	5	5	1	3	4	4	4	4	3	1	1	3	2	5	1	5	1	5	1	5	2	4	5	4	5	3	5	1	5	2	5	1	5	4	3	5	3	5	4	3	4	1	5	3	17123	4267	3726	3673	4136	3395	5784	6754	5132	6156	8040	5245	6832	4266	4420	5143	5832	4866	3976	3692	1100	4351	4921	4444	5088	6517	4234	4075	4232	3885	10033	7420	3980	6383	6781	6322	3566	4152	6608	10709	8260	9940	4235	7314	5668	3668	4535	4852	4265	3443	2016-05-24T14:15:53Z	320	568	32	281	11	1	US	38.0	-97.0
1	2	3	5	2	3	1	5	1	4	4	3	4	2	3	4	3	3	4	4	1	4	2	5	2	4	2	4	4	4	4	5	3	3	3	4	4	3	4	3	5	1	5	1	4	1	4	5	4	4	7421	3768	8009	2838	3486	1791	2264	1428	3234	2512	1726	2033	5475	2131	5901	1742	2369	1805	3096	5570	1598	1920	1764	4812	2626	2075	3861	2171	3139	3826	3188	3292	5034	2505	1994	6030	3012	2825	7869	1286	1790	3365	1551	3516	1820	2856	9464	2426	2679	1654	2017-12-06T11:57:04Z	1366	768	5	166	16	1	US	43.7469	-105.4706
5	1	5	1	5	1	5	1	5	1	4	3	4	3	3	4	3	3	3	3	1	5	2	5	2	5	1	5	5	5	5	3	3	3	3	3	3	3	4	4	5	2	5	1	5	1	4	5	5	5	5741	2466	2670	2614	1838	2431	6639	3218	2215	3335	14938	4982	4784	7183	2449	3618	3486	4030	3551	2100	2808	3666	2362	2485	6613	2020	2649	2037	1668	2017	3588	7487	4102	3167	2587	6264	2016	2466	3031	3682	2630	3801	4070	3599	1968	2915	2314	2072	2651	1337	2018-03-23T21:27:25Z	414	736	4	180	10	1	US	34.0708	-118.3762
1	1	3	4	3	1	1	4	2	5	3	4	3	4	3	3	2	2	3	1	1	3	1	5	1	5	3	4	5	5	2	3	1	3	2	3	3	3	3	3	4	2	5	1	3	1	5	3	5	4	5643	3173	5288	5585	6527	3806	3286	6018	7584	29288	8821	6638	8138	5482	4686	8163	5391	6381	3879	4631	3098	6726	4383	4012	3541	3443	6598	3969	3049	6515	9191	4726	14164	3209	5334	5537	3677	5754	6828	4396	5193	3798	3919	6508	2839	6470	3468	3388	7253	3026	2016-08-06T12:33:37Z	342	454	1	296	20	1	NONE	NONE	NONE
3	3	2	3	2	4	2	3	2	4	1	3	4	3	3	5	3	3	3	4	2	2	2	2	4	3	4	2	2	2	2	5	2	4	3	1	2	4	2	2	2	4	3	4	2	4	2	1	4	2	4904	2264	3548	3432	5549	1903	3379	2498	4452	2919	2717	2869	2012	1852	1985	2649	2366	2502	1571	1501	1931	2468	2552	4571	1933	2818	2920	4452	1582	1752	1665	2831	2283	7533	2265	2183	1767	1767	1614	3602	1634	2685	3132	9146	2367	2816	1734	1696	2363	1515	2016-09-25T20:00:36Z	1366	768	23	142	11	1	AU	-27.0	133.0
5	3	3	3	3	3	4	5	1	4	4	1	4	1	2	3	4	4	4	5	1	4	4	4	1	3	2	5	4	5	2	4	2	3	1	2	2	3	2	3	2	4	4	2	3	2	5	1	3	3	5893	2993	2864	2848	3336	7760	5872	2233	3289	3688	3848	7097	2264	2008	3536	4176	7712	2431	4130	4576	4862	3927	2336	5472	9000	1905	4712	5487	3824	2408	4096	2816	8304	3080	4296	5615	4056	3825	4790	4072	3968	3952	3928	6225	2216	4881	3800	4304	4712	1617	2017-08-29T08:45:03Z	1280	1024	26	213	15	1	US	40.5269	-97.5959
3	2	4	3	4	2	4	4	3	4	4	3	4	3	2	3	2	2	2	1	1	4	1	5	1	4	2	5	4	4	4	3	5	2	3	1	4	2	4	3	4	2	5	2	3	2	4	3	4	3	15571	7718	984	914	11118	3484	33405	6983	2282	10453	2649	5084	2617	2869	3216	3167	5334	1016	1816	3356	26250	3101	5999	8584	3316	7600	3349	3965	40137	3015	851	7450	2769	3166	3435	967	2216	8369	31303	4365	2452	6449	7169	58271	3417	5583	11652	6336	8732	1249	2018-02-28T08:22:09Z	320	568	302	407	31	79	US	38.2009	-84.8733
1	3	4	4	4	4	2	4	3	5	3	3	5	1	5	2	5	4	4	5	3	3	1	2	4	2	4	2	2	4	5	1	5	1	5	1	5	1	5	4	4	1	5	2	4	1	4	4	5	4	7455	2501	4107	3464	3592	3212	2845	3223	6136	2807	3146	3389	2196	3532	3579	2573	2823	3372	2683	3520	3465	3704	3235	6737	3538	2271	3281	3313	4328	3395	4068	3747	3059	3155	2595	4051	2255	2799	1801	4798	2650	6345	3080	2848	4638	2520	2891	2522	3724	5819	2018-03-24T10:58:42Z	1280	800	4	179	12	1	US	38.0	-97.0
3	2	3	2	3	2	1	3	3	3	4	3	3	1	4	4	4	2	3	4	1	3	1	4	2	4	3	3	4	4	3	5	4	4	1	5	3	4	1	2	4	1	4	1	4	2	5	4	5	4	17638	2805	4718	2542	1946	3004	2843	3058	3115	3404	7382	938	1853	3308	3855	2992	2711	3579	1845	2120	4418	1888	10384	2276	3060	7013	3679	1144	2600	2344	5535	3351	3874	2849	3080	2429	3366	5183	2239	2453	1746	8835	1962	2258	2385	2394	2318	2754	2770	1885	2018-07-11T05:52:32Z	320	534	43	184	16	1	AU	-36.1167	149.9
1	5	2	5	1	2	1	4	2	5	5	1	5	1	3	1	4	4	5	4	1	4	4	3	1	3	1	2	3	3	2	5	3	4	1	3	4	3	3	4	3	3	3	1	5	1	4	4	5	5	3350	3964	7764	4715	6091	11939	4931	7047	6300	2518	4552	2593	2654	3012	7148	2307	11101	8571	3974	3372	4518	5660	16420	4431	2144	7303	3186	5797	4482	9757	10368	3121	4995	4112	3073	6981	6151	26758	6925	8343	5384	4489	4543	3030	5081	5216	2919	3842	2524	845	2017-09-27T22:18:08Z	1093	615	32	292	14	2	US	33.9617	-118.3531
1	2	4	4	2	2	1	4	2	4	5	2	5	1	3	3	4	3	3	3	1	4	2	5	1	4	1	4	5	4	4	1	5	1	4	1	5	2	5	4	2	4	2	2	3	4	4	1	5	2	3928	3096	4235	3648	3456	2291	5698	2162	4477	1710	1824	2374	2975	1954	1582	5347	2760	3603	1589	1755	2016	2573	3838	2621	5302	3608	3795	2101	3476	2584	8202	4659	4949	1675	1486	2145	1822	3724	1345	1593	2655	4923	3308	2250	3298	3205	1971	4017	3448	4924	2017-09-14T17:14:29Z	1440	900	39	159	12	2	US	33.9937	-81.0199
5	1	4	1	4	1	3	2	4	3	2	4	2	4	4	4	3	2	4	2	4	4	5	2	5	2	2	4	2	4	4	3	5	2	5	4	5	2	4	5	5	2	5	2	4	1	4	4	4	5	7786	3089	1864	1848	2881	3370	2012	2296	2466	4196	6021	2507	4813	6240	1482	2389	2365	6085	2715	1043	3680	5547	3266	3692	8920	2345	7761	4152	3823	2205	2707	2171	4547	2703	2428	10808	2574	10208	2371	5792	1486	5681	3338	2384	1849	2726	2609	2183	3813	2187	2018-03-22T06:55:56Z	1366	768	4	190	12	43	CA	43.6425	-79.3872
1	0	3	5	3	4	2	5	1	5	4	4	4	5	1	1	1	1	1	1	1	4	4	5	2	2	2	5	4	2	3	5	5	2	1	1	2	1	1	2	5	2	3	2	4	2	3	4	3	3	4349	0	2360	1870	1727	4469	3034	3653	2918	4335	6934	4367	2441	2585	1611	2032	3369	2794	1533	1802	12020	2134	3489	1581	6808	1367	2934	2283	2617	1301	1282	3820	2393	2618	2068	3400	3018	2567	1800	3300	7401	2417	2216	2533	1856	3485	1515	3741	4735	1415	2018-04-22T00:45:04Z	1500	1000	13	153	14	1	CA	43.6425	-79.3872
2	3	4	4	4	3	1	1	1	2	5	3	5	3	4	5	4	5	5	2	2	4	2	5	1	4	1	3	5	4	2	4	5	3	4	3	5	1	4	4	4	1	2	1	3	2	4	5	5	4	10138	4251	5848	5581	9754	5014	10318	7813	5463	24443	1024	3695	2523	15150	3301	6718	4766	3168	2860	10337	7701	4163	6654	3165	3082	2908	4516	4974	3485	7601	7664	7636	2476	6734	13780	7781	2618	6417	4634	949	6893	13456	3635	10583	7168	7101	5514	6585	2715	5747	2017-02-15T19:54:44Z	375	667	9	322	22	4	US	38.0	-97.0
2	3	3	4	2	3	2	4	3	5	4	3	4	3	3	4	4	4	3	3	2	4	3	4	3	4	3	3	4	4	4	3	3	3	4	2	4	2	3	4	3	4	4	4	3	3	3	2	4	3	6362	3419	2169	1929	3261	2604	1435	2795	1735	2490	1113	4292	2000	2174	4123	2882	2183	1355	1259	1355	6683	3630	3181	996	3367	2811	2601	2848	2846	3698	2485	1983	2557	2877	2581	7108	3519	1916	2737	2776	1682	4011	4463	3428	3863	2448	2221	3651	2612	1201	2018-03-26T09:15:10Z	1440	900	32	146	15	1	SG	1.2931	103.8558
3	5	3	4	3	5	1	4	3	4	4	4	4	4	4	4	2	3	4	1	2	3	4	4	2	0	4	4	4	4	4	4	4	4	3	1	4	3	4	3	4	4	5	1	4	1	3	3	4	5	9933	2765	2054	4645	2601	2440	5343	1664	4110	1647	2081	1722	3049	4587	4728	2711	4315	2322	1937	8956	8035	28691	2726	2448	7401	0	3225	3942	5470	12428	15804	8343	2041	2504	2778	4657	3287	4410	3184	5408	1739	2815	2224	5682	2225	2244	6275	2059	1020	3606	2017-03-16T12:22:51Z	412	732	33	232	16	1	US	43.2478	-89.3437
1	3	2	4	4	3	5	2	2	3	4	2	4	1	4	4	5	4	4	4	3	4	2	2	3	1	3	3	2	4	3	2	3	3	2	3	4	4	2	3	3	3	4	3	4	3	3	2	4	4	8499	2492	2489	1889	2444	2726	5834	2564	1625	2287	2638	5392	2428	7951	2832	1715	2925	2408	1940	2358	4559	4312	2985	3453	4386	6781	4873	3244	5276	2921	3025	4402	3008	4281	2918	1356	1698	4357	3161	4592	2650	6863	6440	6903	1904	3105	2721	5478	2350	1650	2016-06-12T05:45:29Z	375	667	3	182	4	1	GB	51.5	-0.13
3	1	5	1	4	1	5	3	2	2	3	3	4	2	1	4	4	2	4	3	1	5	1	5	1	5	1	5	5	5	4	2	2	1	5	1	4	0	4	5	2	4	2	4	4	5	4	1	5	2	10918	14545	5966	5852	5131	4015	8113	4884	4684	3252	4849	12133	5498	4268	4006	2903	4049	8919	3583	2470	3406	6451	4165	2935	6036	2788	3082	3748	2176	3768	10466	4550	5189	4031	3760	5178	4235	0	2757	10566	10226	6934	4133	4051	4552	5254	4336	3667	4782	3665	2016-09-05T23:07:08Z	320	568	35	263	23	1	US	45.5234	-122.6762
5	3	2	4	3	2	5	4	3	4	4	4	5	2	5	3	4	4	5	5	3	3	4	5	3	4	2	3	5	3	1	4	4	3	4	2	4	3	2	3	5	2	5	2	3	1	4	5	4	5	36438	1965	3425	2510	4633	2752	2864	4631	4584	2032	3520	1899	1800	2953	4651	6391	2702	2130	1879	2135	1387	2916	1172	1873	4942	1975	4367	4836	1998	3014	3412	3715	3071	2683	3574	2605	2865	2515	4302	3418	1903	4617	1983	3148	1800	2184	2217	1869	1773	1382	2017-11-09T07:58:37Z	1920	1080	2	180	8	68	US	34.0007	-81.0348
2	3	2	4	3	1	1	4	3	0	4	2	4	1	5	4	3	1	1	3	2	2	1	5	1	5	2	3	5	3	1	5	1	5	1	5	1	1	2	2	4	1	5	1	4	1	3	2	5	5	5021	4464	3123	2649	4882	2554	1939	3780	7216	0	8284	5488	4099	3527	2196	1999	6169	3372	7377	3643	12051	6592	1946	2487	3510	2463	2627	4808	2315	2906	4931	6064	1987	2130	9052	1428	4959	2633	2944	2781	3562	4453	1082	2932	2250	3343	5380	3527	3909	2212	2017-07-28T15:08:56Z	1536	864	7	196	6	2	US	38.0	-97.0
4	2	4	2	4	1	4	3	4	2	3	4	2	4	2	2	2	1	2	1	2	5	2	5	2	3	1	4	4	3	4	4	4	2	2	2	4	2	5	4	4	2	2	2	3	3	4	4	4	4	7696	2270	1997	1447	2613	3266	975	2614	1153	2760	2200	433	1939	3469	1968	1992	2102	1134	1591	1880	688	1834	968	1568	2506	3708	3465	3232	2368	4577	2138	4153	4447	1490	1935	2434	2152	1825	784	1824	1783	2720	1256	2552	1721	3791	4803	3065	1896	2525	2017-09-21T12:48:37Z	1600	900	11	120	7	5	US	43.0677	-70.8008
